Home Team,Away Team,Date,Result,Prediction,Correct?,Bet Result,Total,spread
Miami Heat,Brooklyn Nets,2022-02-12,L,0,True,0,16102.0,10.0
Dallas Mavericks,LA Clippers,2022-02-12,-,1,False,0,16102.0,0
New Orleans Pelicans,Toronto Raptors,2022-02-14,L,1,False,-100,16002.0,4.0
Chicago Bulls,San Antonio Spurs,2022-02-14,L,1,False,-100,15902.0,4.5
Denver Nuggets,Orlando Magic,2022-02-14,W,1,True,83,15985.0,10.5
Philadelphia 76ers,Boston Celtics,2022-02-15,W,1,True,100.0,16085.0,1.0
Miami Heat,Dallas Mavericks,2022-02-15,W,1,True,125.0,16210.0,1.5
Atlanta Hawks,Cleveland Cavaliers,2022-02-15,L,1,False,-100,16110.0,1.5
Phoenix Suns,LA Clippers,2022-02-15,-,1,False,0,16110.0,0
New York Knicks,Brooklyn Nets,2022-02-16,W,1,True,120.0,16230.0,5.0
Boston Celtics,Detroit Pistons,2022-02-16,W,1,True,90,16320.0,13.5
Chicago Bulls,Sacramento Kings,2022-02-16,W,0,False,0,16320.0,5.5
Oklahoma City Thunder,San Antonio Spurs,2022-02-16,W,1,True,125.0,16445.0,6.5
Phoenix Suns,Houston Rockets,2022-02-16,L,0,True,0,16445.0,15.5
Golden State Warriors,Denver Nuggets,2022-02-16,W,1,True,90,16535.0,8.0
New Orleans Pelicans,Dallas Mavericks,2022-02-17,W,1,True,120.0,16655.0,3.5
LA Clippers,Houston Rockets,2022-02-17,-,1,False,0,16655.0,0
Brooklyn Nets,Boston Celtics,2022-02-24,W,1,True,90,16745.0,4.0
Oklahoma City Thunder,Phoenix Suns,2022-02-24,W,1,True,83,16828.0,10.5
Minnesota Timberwolves,Philadelphia 76ers,2022-02-25,L,0,True,0,16828.0,1.0
Los Angeles Lakers,LA Clippers,2022-02-25,-,1,False,0,16828.0,0
Miami Heat,San Antonio Spurs,2022-02-26,W,1,True,90,16918.0,7.5
Milwaukee Bucks,Brooklyn Nets,2022-02-26,L,0,True,0,16918.0,9.5
Denver Nuggets,Sacramento Kings,2022-02-26,W,1,True,90,17008.0,9.5
New York Knicks,Philadelphia 76ers,2022-02-27,W,1,True,72,17080.0,6.5
Phoenix Suns,Utah Jazz,2022-02-27,W,1,True,83,17163.0,1.5
Indiana Pacers,Boston Celtics,2022-02-27,L,1,False,-100,17063.0,7.0
Orlando Magic,Indiana Pacers,2022-02-28,L,1,False,-100,16963.0,2.0
Miami Heat,Chicago Bulls,2022-02-28,W,0,False,0,16963.0,5.0
Memphis Grizzlies,San Antonio Spurs,2022-02-28,L,1,False,-100,16863.0,9.0
Houston Rockets,LA Clippers,2022-03-01,-,1,False,0,16863.0,0
Orlando Magic,Indiana Pacers,2022-03-02,W,1,True,110.0,16973.0,2.0
Philadelphia 76ers,New York Knicks,2022-03-02,W,0,False,0,16973.0,10.5
Houston Rockets,Utah Jazz,2022-03-02,W,1,True,105.0,17078.0,10.5
Detroit Pistons,Indiana Pacers,2022-03-04,W,0,False,0,17078.0,3.5
Chicago Bulls,Milwaukee Bucks,2022-03-04,W,1,True,80,17158.0,3.5
Toronto Raptors,Orlando Magic,2022-03-04,W,1,True,72,17230.0,8.0
Oklahoma City Thunder,Minnesota Timberwolves,2022-03-04,W,1,True,120.0,17350.0,8.0
Denver Nuggets,Houston Rockets,2022-03-04,W,0,False,0,17350.0,13.5
Dallas Mavericks,Sacramento Kings,2022-03-05,W,1,True,72,17422.0,7.5
Memphis Grizzlies,Orlando Magic,2022-03-05,W,0,False,0,17422.0,15.5
Miami Heat,Philadelphia 76ers,2022-03-05,L,1,False,-100,17322.0,1.0
Boston Celtics,Brooklyn Nets,2022-03-06,W,0,False,0,17322.0,4.5
Milwaukee Bucks,Phoenix Suns,2022-03-06,W,0,False,0,17322.0,7.5
Oklahoma City Thunder,Utah Jazz,2022-03-06,W,1,True,80,17402.0,13.5
Cleveland Cavaliers,Toronto Raptors,2022-03-06,L,1,False,-100,17302.0,4.0
Philadelphia 76ers,Chicago Bulls,2022-03-07,W,0,False,0,17302.0,5.5
Miami Heat,Houston Rockets,2022-03-07,W,0,False,0,17302.0,15.5
Dallas Mavericks,Utah Jazz,2022-03-07,L,1,False,-100,17202.0,1.5
Sacramento Kings,New York Knicks,2022-03-07,W,1,True,80,17282.0,2.5
Orlando Magic,Phoenix Suns,2022-03-08,W,1,True,90,17372.0,8.0
Indiana Pacers,Cleveland Cavaliers,2022-03-08,W,1,True,100.0,17472.0,3.5
Memphis Grizzlies,New Orleans Pelicans,2022-03-08,W,0,False,0,17472.0,6.0
Oklahoma City Thunder,Milwaukee Bucks,2022-03-08,W,1,True,90,17562.0,14.0
Detroit Pistons,Chicago Bulls,2022-03-09,W,1,True,100.0,17662.0,6.5
Miami Heat,Phoenix Suns,2022-03-09,W,1,True,115.0,17777.0,9.0
Milwaukee Bucks,Atlanta Hawks,2022-03-09,W,0,False,0,17777.0,5.5
New Orleans Pelicans,Orlando Magic,2022-03-09,W,1,True,83,17860.0,8.5
Dallas Mavericks,New York Knicks,2022-03-09,W,1,True,83,17943.0,7.5
Sacramento Kings,Denver Nuggets,2022-03-09,W,1,True,83,18026.0,4.5
LA Clippers,Washington Wizards,2022-03-09,-,1,False,0,18026.0,0
Denver Nuggets,Golden State Warriors,2022-03-10,W,1,True,83,18109.0,3.0
Memphis Grizzlies,New York Knicks,2022-03-11,W,1,True,120.0,18229.0,9.5
Miami Heat,Cleveland Cavaliers,2022-03-11,W,0,False,0,18229.0,5.5
Phoenix Suns,Toronto Raptors,2022-03-11,W,1,True,115.0,18344.0,5.5
San Antonio Spurs,Indiana Pacers,2022-03-12,W,1,True,72,18416.0,5.5
Miami Heat,Minnesota Timberwolves,2022-03-12,W,1,True,83,18499.0,5.5
Chicago Bulls,Cleveland Cavaliers,2022-03-12,L,1,False,-100,18399.0,2.5
Utah Jazz,Sacramento Kings,2022-03-12,L,0,True,0,18399.0,10.0
Denver Nuggets,Toronto Raptors,2022-03-12,W,1,True,125.0,18524.0,5.0
Brooklyn Nets,New York Knicks,2022-03-13,L,0,True,0,18524.0,5.5
Boston Celtics,Dallas Mavericks,2022-03-13,W,1,True,83,18607.0,5.0
Orlando Magic,Philadelphia 76ers,2022-03-13,W,1,True,80,18687.0,13.0
Oklahoma City Thunder,Memphis Grizzlies,2022-03-13,W,1,True,110.0,18797.0,12.5
Phoenix Suns,Los Angeles Lakers,2022-03-13,W,0,False,0,18797.0,9.5
Cleveland Cavaliers,LA Clippers,2022-03-14,-,1,False,0,18797.0,0
Philadelphia 76ers,Denver Nuggets,2022-03-14,W,1,True,72,18869.0,5.0
San Antonio Spurs,Minnesota Timberwolves,2022-03-14,W,1,True,90,18959.0,5.0
Orlando Magic,Brooklyn Nets,2022-03-15,W,1,True,72,19031.0,9.5
Miami Heat,Detroit Pistons,2022-03-15,W,1,True,125.0,19156.0,13.5
Washington Wizards,Denver Nuggets,2022-03-16,W,1,True,80,19236.0,5.5
Cleveland Cavaliers,Philadelphia 76ers,2022-03-16,W,1,True,100.0,19336.0,3.5
Brooklyn Nets,Dallas Mavericks,2022-03-16,W,1,True,120.0,19456.0,1.5
Houston Rockets,Phoenix Suns,2022-03-16,W,1,True,110.0,19566.0,11.0
Utah Jazz,Chicago Bulls,2022-03-16,W,0,False,0,19566.0,6.5
Sacramento Kings,Milwaukee Bucks,2022-03-16,W,1,True,72,19638.0,8.5
Golden State Warriors,Boston Celtics,2022-03-16,L,0,True,0,19638.0,4.0
Orlando Magic,Detroit Pistons,2022-03-17,W,1,True,120.0,19758.0,3.5
Philadelphia 76ers,Dallas Mavericks,2022-03-18,W,0,False,0,19758.0,4.0
Cleveland Cavaliers,Denver Nuggets,2022-03-18,L,1,False,-100,19658.0,1.0
Houston Rockets,Indiana Pacers,2022-03-18,W,1,True,125.0,19783.0,3.0
Miami Heat,Oklahoma City Thunder,2022-03-18,W,1,True,115.0,19898.0,15.5
San Antonio Spurs,New Orleans Pelicans,2022-03-18,W,1,True,72,19970.0,3.5
Utah Jazz,LA Clippers,2022-03-18,-,0,False,0,19970.0,0
Sacramento Kings,Boston Celtics,2022-03-18,W,1,True,125.0,20095.0,8.0
Phoenix Suns,Chicago Bulls,2022-03-18,W,0,False,0,20095.0,7.0
Cleveland Cavaliers,Detroit Pistons,2022-03-19,W,1,True,125.0,20220.0,10.0
Washington Wizards,Los Angeles Lakers,2022-03-19,L,1,False,-100,20120.0,2.0
Sacramento Kings,Phoenix Suns,2022-03-20,W,1,True,83,20203.0,10.0
Orlando Magic,Oklahoma City Thunder,2022-03-20,W,1,True,80,20283.0,5.0
New York Knicks,Utah Jazz,2022-03-20,W,1,True,105.0,20388.0,5.0
Denver Nuggets,Boston Celtics,2022-03-20,W,1,True,105.0,20493.0,3.0
Golden State Warriors,San Antonio Spurs,2022-03-20,W,1,True,125.0,20618.0,6.0
Philadelphia 76ers,Toronto Raptors,2022-03-20,W,1,True,90,20708.0,5.5
Philadelphia 76ers,Miami Heat,2022-03-21,L,1,False,-100,20608.0,1.5
Chicago Bulls,Toronto Raptors,2022-03-21,W,0,False,0,20608.0,4.5
Oklahoma City Thunder,Boston Celtics,2022-03-21,W,1,True,100.0,20708.0,12.0
Milwaukee Bucks,Chicago Bulls,2022-03-22,W,0,False,0,20708.0,5.5
Denver Nuggets,LA Clippers,2022-03-22,-,1,False,0,20708.0,0
Miami Heat,Golden State Warriors,2022-03-23,W,1,True,115.0,20823.0,8.0
Memphis Grizzlies,Brooklyn Nets,2022-03-23,W,0,False,0,20823.0,1.5
Boston Celtics,Utah Jazz,2022-03-23,L,1,False,-100,20723.0,5.0
Oklahoma City Thunder,Orlando Magic,2022-03-23,L,1,False,-100,20623.0,0.0
Minnesota Timberwolves,Phoenix Suns,2022-03-23,W,1,True,80,20703.0,1.5
Dallas Mavericks,Houston Rockets,2022-03-23,L,1,False,-100,20603.0,14.5
Milwaukee Bucks,Washington Wizards,2022-03-24,W,1,True,80,20683.0,12.0
Denver Nuggets,Phoenix Suns,2022-03-24,W,1,True,120.0,20803.0,3.0
Detroit Pistons,Washington Wizards,2022-03-25,W,1,True,90,20893.0,2.5
Atlanta Hawks,Golden State Warriors,2022-03-25,L,1,False,-100,20793.0,2.0
Minnesota Timberwolves,Dallas Mavericks,2022-03-25,L,1,False,-100,20693.0,1.5
Miami Heat,Brooklyn Nets,2022-03-26,W,1,True,105.0,20798.0,2.0
Cleveland Cavaliers,Chicago Bulls,2022-03-26,W,1,True,110.0,20908.0,1.0
Denver Nuggets,Oklahoma City Thunder,2022-03-26,W,1,True,83,20991.0,13.5
Boston Celtics,Minnesota Timberwolves,2022-03-27,W,0,False,0,20991.0,6.5
Phoenix Suns,Philadelphia 76ers,2022-03-27,L,1,False,-100,20891.0,5.0
Cleveland Cavaliers,Orlando Magic,2022-03-28,W,1,True,80,20971.0,10.0
Miami Heat,Sacramento Kings,2022-03-28,W,0,False,0,20971.0,13.5
New York Knicks,Chicago Bulls,2022-03-28,L,1,False,-100,20871.0,4.0
Philadelphia 76ers,Milwaukee Bucks,2022-03-29,W,1,True,125.0,20996.0,3.5
Washington Wizards,Orlando Magic,2022-03-30,W,0,False,0,20996.0,4.0
Toronto Raptors,Minnesota Timberwolves,2022-03-30,W,0,False,0,20996.0,4.0
Boston Celtics,Miami Heat,2022-03-30,W,1,True,83,21079.0,4.0
Houston Rockets,Sacramento Kings,2022-03-30,W,1,True,105.0,21184.0,1.0
San Antonio Spurs,Memphis Grizzlies,2022-03-30,W,1,True,83,21267.0,31.0
Golden State Warriors,Phoenix Suns,2022-03-30,W,1,True,80,21347.0,5.5
Detroit Pistons,Philadelphia 76ers,2022-03-31,W,1,True,100.0,21447.0,9.5
Brooklyn Nets,Milwaukee Bucks,2022-03-31,W,1,True,83,21530.0,1.0
Atlanta Hawks,Cleveland Cavaliers,2022-03-31,L,1,False,-100,21430.0,4.5
Chicago Bulls,LA Clippers,2022-03-31,-,1,False,0,21430.0,0
Houston Rockets,Sacramento Kings,2022-04-01,W,1,True,100.0,21530.0,2.0
Milwaukee Bucks,LA Clippers,2022-04-01,-,1,False,0,21530.0,0
Oklahoma City Thunder,Detroit Pistons,2022-04-01,W,1,True,115.0,21645.0,3.5
Memphis Grizzlies,Phoenix Suns,2022-04-01,L,1,False,-100,21545.0,3.0
Atlanta Hawks,Brooklyn Nets,2022-04-02,L,1,False,-100,21445.0,2.0
Chicago Bulls,Miami Heat,2022-04-02,W,1,True,83,21528.0,1.5
Milwaukee Bucks,Dallas Mavericks,2022-04-03,W,1,True,83,21611.0,4.5
Boston Celtics,Washington Wizards,2022-04-03,W,0,False,0,21611.0,12.5
Houston Rockets,Minnesota Timberwolves,2022-04-03,W,1,True,125.0,21736.0,12.5
Sacramento Kings,Golden State Warriors,2022-04-03,W,1,True,105.0,21841.0,5.0
Minnesota Timberwolves,Washington Wizards,2022-04-05,W,1,True,110.0,21951.0,11.5
Chicago Bulls,Milwaukee Bucks,2022-04-05,W,1,True,80,22031.0,3.5
Utah Jazz,Memphis Grizzlies,2022-04-05,L,1,False,-100,21931.0,5.5
Atlanta Hawks,Washington Wizards,2022-04-06,L,1,False,-100,21831.0,11.0
Chicago Bulls,Boston Celtics,2022-04-06,W,1,True,83,21914.0,6.5
Milwaukee Bucks,Boston Celtics,2022-04-07,L,1,False,-100,21814.0,4.5
Toronto Raptors,Philadelphia 76ers,2022-04-07,L,1,False,-100,21714.0,1.5
Minnesota Timberwolves,San Antonio Spurs,2022-04-07,W,1,True,105.0,21819.0,8.0
Denver Nuggets,Memphis Grizzlies,2022-04-07,W,0,False,0,21819.0,2.0
Detroit Pistons,Milwaukee Bucks,2022-04-08,W,1,True,110.0,21929.0,11.5
Washington Wizards,New York Knicks,2022-04-08,W,1,True,83,22012.0,0.0
Toronto Raptors,Houston Rockets,2022-04-08,W,1,True,125.0,22137.0,15.0
Philadelphia 76ers,Indiana Pacers,2022-04-09,W,1,True,83,22220.0,13.5
LA Clippers,Sacramento Kings,2022-04-09,-,0,False,0,22220.0,0
Memphis Grizzlies,Boston Celtics,2022-04-10,W,1,True,110.0,22330.0,1.5
New York Knicks,Toronto Raptors,2022-04-10,L,1,False,-100,22230.0,5.0
Brooklyn Nets,Indiana Pacers,2022-04-10,W,1,True,90,22320.0,15.0
Cleveland Cavaliers,Milwaukee Bucks,2022-04-10,L,1,False,-100,22220.0,7.5
New Orleans Pelicans,Golden State Warriors,2022-04-10,W,1,True,110.0,22330.0,4.0
Philadelphia 76ers,Detroit Pistons,2022-04-10,W,1,True,100.0,22430.0,12.0
LA Clippers,New Orleans Pelicans,2022-04-15,-,1,False,0,22430.0,0
Memphis Grizzlies,Minnesota Timberwolves,2022-04-16,W,1,True,110.0,22540.0,7.0
Boston Celtics,Brooklyn Nets,2022-04-17,W,1,True,83,22623.0,2.5
Philadelphia 76ers,Toronto Raptors,2022-04-18,W,0,False,0,22623.0,6.5
Dallas Mavericks,Utah Jazz,2022-04-18,W,0,False,0,22623.0,5.0
Golden State Warriors,Denver Nuggets,2022-04-18,W,0,False,0,22623.0,6.5
Memphis Grizzlies,Minnesota Timberwolves,2022-04-19,W,0,False,0,22623.0,7.0
Phoenix Suns,New Orleans Pelicans,2022-04-19,W,1,True,110.0,22733.0,10.5
Boston Celtics,Brooklyn Nets,2022-04-20,W,0,False,0,22733.0,4.0
Toronto Raptors,Philadelphia 76ers,2022-04-20,W,1,True,80,22813.0,2.0
Milwaukee Bucks,Chicago Bulls,2022-04-20,W,1,True,105.0,22918.0,10.0
